id,text,is_humor,votes_no,votes_1,votes_2,votes_3,votes_4,votes_5,humor_rating,humor_mechanism,humor_target
tweet840,Gracias a Dios que existe Twitter porque ya los padres invadieron Facebook.,1,3,3,2,1,0,0,1.6667,exaggeration,age
tweet863,"— Bésame, es para una tarea. — Estamos en vacaciones.",1,1,2,1,0,2,0,2.4,unmasking,age
tweet876,"#Chiste Uy mi amor, estás como pollo frito — ¿Sabrosa? — No, llena de grasa, GORDA. #chistes RT",1,0,4,1,0,0,0,1.2,analogy,body shaming
tweet971,"Mejor le voy a escribir a mi abuelita, ella no me deja en visto y siempre me pregunta si ya comí, si estoy bien y que me quiere mucho.",1,1,2,2,0,0,0,1.5,stereotype,family/relationships
tweet1015,"—¿Pepito, quien fue Juana de Arco? —Una drogadicta maestra. —¿De donde sacas eso? —El libro dice que murió por heroína.",1,1,0,0,1,2,1,4,wordplay,substance use
tweet1026,"-Hijo, antes de morir te dejaré algo para que comas toda la vida - ¿Dinero? -No, un tenedor JAJAJAJA - ¡Desconecten a este viejo!",1,0,0,1,4,0,0,2.8,unmasking,family/relationships
tweet1046,"perdí mi trabajo, se fue mi esposa y se quemó la casa...
-no me digas ,nada positivo ??
-Si si el HIV... #chistesnegros",1,0,2,2,0,1,0,2,misunderstanding,health
tweet1067,—Abuelo ¿Soy bonita?  —Mira lo importante es que hay salud.,1,1,2,1,1,0,0,1.75,embarrassment,body shaming
tweet1151,"""Aquí lo importante no es si ganamos, sino que no me despeine""

—Cristiano Ronaldo.",1,0,2,2,1,0,0,1.8,exaggeration,professions
tweet1188,Cupido me flecho con la comida.,1,2,0,3,0,0,0,2,absurd,self-deprecating
tweet1206,"Yo nací pobre pero no pelotudo, pelotudo quedé con el paso del tiempo.",1,2,1,0,1,0,1,3,insults,self-deprecating; social status
tweet1229,"“O adivinas porqué estoy enojada o me enojo más”

-Lógica femenina.",1,2,1,2,0,0,0,1.6667,reference,women
tweet1239,"ABOGADO: -Mi cliente es serio, no bb no fuma no anda con mujeres ACUSADO: -Te pago pa q me dfiendas no pa q hables de otro by @Miksabelle",1,0,1,2,2,0,0,2.2,absurd,professions
tweet1249,"—¡Mesero! 

—Dígame, joven. 

—Hay una mosca muerta en mi mesa. 

—Es su novia. 

—Ya sé, sólo quería recordárselo.",1,0,2,2,1,0,0,1.8,unmasking,body shaming
tweet1255,"Había un albañil tan malo tan malo, que se le caía hasta el muro del Facebook!",1,0,0,5,0,0,0,2,analogy,professions
tweet1284,"—¿Me prestas el lápiz negro?

—Pídelo bien.

—Está bien. ¿Me prestas el lápiz, amigo afroamericano?",1,0,1,2,1,0,1,2.6,misunderstanding,ethnicity/origin
tweet1306,"Nadie es indispensable en la vida, excepto los repartidores de pizzas, no sé que haríamos sin esos héroes.",1,1,0,1,3,0,0,2.75,exaggeration,professions
tweet1326,"—Amor, ¿me veo bien?

—Te ves hermosa.

—No seas mentiroso y abre los ojos.

—¡No quiero! ¡Tengo miedo! :'(",1,1,3,3,1,1,0,2,unmasking,body shaming; women
tweet1328,"Si ustedes son de los suertudos que se encuentran dinero en la calle... agradézcanme, porque yo soy de esos pendejos que lo pierden. 😊",1,1,1,1,1,1,0,2.5,reference,self-deprecating
tweet1336,"Habia un tipo tan racista, tan racista... que siempre tenía la mente en blanco!",1,1,3,1,0,0,0,1.25,stereotype,ethnicity/origin
tweet1342,"—Doctor... doctor... ¡AYUDEME! me quedan 60 segundos de vida, ¿qué hago? ... —Déme un minuto ya lo atiendo.",1,1,0,0,4,0,0,3,exaggeration,professions
tweet1354,"En CHIAPAS, eyaculamos en la boca de nuestras mujeres para que por lo menos traigan algo en la panza.  #GuerraDeEstados2018",1,1,3,1,0,0,0,1.25,stereotype,women
tweet1399,"Yo canto hermoso, hasta que me quito los audífonos :|",1,3,5,0,2,0,0,1.571428571,irony,self-deprecating
tweet1433,"Tuitear a esta hora es como el presidente de Venezuela, inútil.",1,2,1,1,0,1,0,2.3333,insults,professions
tweet1434,¿Alcohólico yo? ¡Para nada! Cada año solo bebo en 2 ocasiones: cuando es mi cumpleaños y cuando no lo es.,1,0,1,2,5,2,0,2.8,absurd,substance use
tweet1435,"Quedate con la que te manda fotos en bolas cuando bace frío, con calor cualquiera se saca fotos en bolas.",1,2,1,1,0,1,0,2.3333,reference,women
tweet1496,"—Mamá, ¿Qué es una ninfómana? 
—Una mujer obsesionada con el sexo.
—¿Y cómo se le dice a los hombres obsesionados con el sexo? 
—Hombres.",1,1,0,2,1,1,0,2.75,stereotype,men
tweet1515,"—Cómo el doctor escribe: ﹏﹏ 
—Cómo lo veo: Anplignae 
—Cómo el farmaceuta lo ve: Aspirina,",1,0,3,0,0,2,0,2.2,stereotype,professions
tweet1541,Los hombres son como el cigarillo... primero se prenden y después... se hacen humo. #fb,1,2,1,2,0,0,0,1.6667,analogy,men
tweet1545,#Esdegordos jalar la sábana hasta acercarte el control de la TV.,1,1,2,2,0,0,0,1.5,reference,body shaming
tweet1565,"Como si no tuviera suficiente con el hecho de tener que estar vivo, también tengo que aguantarme ser pobre.",1,2,3,0,0,0,0,1,irony,social status
tweet1577,"En mis tiempos, los empates se arreglaban viendo quién la tenía más grande. #CaneloGolovkin",1,2,2,0,1,0,0,1.6667,absurd,men
tweet1592,#Chiste Compadre sabes que a tu mujer le dicen las 3:55? -No... Por qué compadre? -Porque en 5 minutos ya está en 4! #chistes RT,1,0,2,3,0,0,0,1.6,analogy,women
tweet1598,Xavi se queja tanto del césped que deberíamos llenar el campo de arena de la barceloneta cuando juguemos vs el Barça solo para reírnos de él,1,2,1,2,0,0,0,1.6667,exaggeration,professions
tweet1616,"Soy como Messi, no la meto.",1,1,2,1,1,0,0,1.75,analogy,professions; self-deprecating
tweet1665,"Pasa una chica guapa por la calle y un hombre le pregunta: -¿Cómo amaneciste de aquellito? -AY BABOSO! -Uff, así me gusta! #fb",1,1,1,1,1,1,0,2.5,wordplay,men
tweet1679,"“Necesito ahorrar y dejar de gastar dinero en tanta pendejada” 

—Yo antes de comprar una pendejada.",1,1,1,2,1,0,0,2,reference,self-deprecating
tweet1681,Después de estacionarse la mujer pregunta al marido: -¿Quedé muy separada de la banqueta? -¿De cuál de las dos?,1,0,0,2,1,0,2,3.4,stereotype,women
tweet1686,"—Estoy en un curso para dejar de ser tan ofensivo y volverme mejor persona.
—¿Y cómo vas?
—Mejor que tu dieta, pinche gorda.",1,1,1,2,0,1,0,2.25,insults,body shaming
tweet1696,Se abre el telón y aparece un  bizco. Se cierra. Se abre y el hombre ya no es bizco. Como se llama el cantante? Ya Miro Guay. #chistes,1,2,2,0,0,1,0,2,absurd,body shaming
tweet1705,Esta Navidad me agarró tan jodido que envolví 2 baterías AA y escribí a mi ahijado: NO INCLUYE JUGUETE!,1,0,1,5,6,2,1,2.8,reference,social status
tweet1761,"un borracho en un río gritando:""ballena""-pero señor, una ballena en un rio? -no, se me cayeron dos botellas y una va llena!",1,0,2,2,0,1,0,2,wordplay,substance use
tweet1767,"Las peliculas de Chaplin siempre fueron mudas, de chiquitito le decian no Charles Chaplin,, #chistes #humor",1,0,2,0,1,2,0,2.6,wordplay,professions
tweet1799,"#Chiste Ella no es PUTA, solo es de vagina caritativa. #chistes RT",1,2,7,1,0,0,0,1.125,irony,professions; women
tweet1830,"""Hoy voy a beber y se que voy a enloquecer""

—Pedrito, 11 años su mama le preparó 2 vasos de leche antes de irse a dormir, mojó la cama.",1,2,2,1,0,0,0,1.3333,absurd,age
tweet1836,"-¡No entres ahí, imbécil! ¡No entres a esa iglesia! ¡NOOO! -¿Qué película estás viendo, cariño? -El vídeo de nuestra boda.",1,1,0,3,1,0,0,2.25,embarrassment,family/relationships
tweet1846,"—¿Ya viste la foto de Alejandro Fernández?

—Sí, ya la VIH.",1,2,3,0,0,0,0,1,wordplay,health
tweet1966,Le he pedido la camiseta firmada a Özil y me ha dado la capa de invisibilidad de Harry Potter.,1,2,1,0,2,0,0,2.3333,absurd,professions
tweet1975,"Señoras y señoritas, casadas y solteritas, se las meten estiraditas y se las sacan arrugaditas. (Las medias de nylon) #fb",1,2,3,4,1,0,0,1.75,wordplay,women
tweet1990,"Si no te consideras lo suficientemente pobre, Spotify te lo puede recordar cada 2 canciones.",1,1,0,0,3,1,0,3.25,reference,social status; technology
tweet2007,"doctor, aumenté 30k.""
""Vamos a ver... abra la boca y diga muuu...#chistes",1,1,0,1,1,2,0,3.25,embarrassment,body shaming
tweet2010,"- ¿Te han dedicado una canción?
- sí.
- ¿Cuál?
- El Feliz Cumpleaños.",1,0,1,0,2,2,0,3,exaggeration,self-deprecating
tweet2047,Por fin encontré un mecánico honesto!!! Honestamente no sabe arreglar nada... by @hadacon #fb,1,0,2,2,1,0,0,1.8,irony,professions
tweet2088,"Amigo, estás tan feo que si se te cae el jabón en la cárcel, te ayudan a levantarlo.",1,0,1,1,2,0,1,2.8,reference,body shaming
tweet2099,"-Mi esposa es un objeto sexual. -¿Por qué? -Porque cada vez que le pido sexo, ella objeta! #fb",1,1,3,3,2,1,0,2.111111111,wordplay,family/relationships
tweet2111,"Nos burlamos de las mujeres que van a ver 50 Sombras de Grey pero nosotros vemos Dragon Ball, Transformers, Avengers y más cosas de frikis.",1,2,2,1,0,0,0,1.3333,reference,men
tweet2112,"Congelen a Rafa Márquez, lo vamos a necesitar en Rusia 2018.",1,1,1,2,1,0,0,2,exaggeration,professions
tweet2114,"Ella; hola Mi vida ¿donde andas? 
El; en mi casa, a punto de dormir ¿y vos? 
Ella; en el bar, atrás de vos ¬¬
El; .__.",1,1,1,0,1,2,0,3,unmasking,family/relationships
tweet2147,"—Mamá ¿me cuentas un chiste? —No hijo, mejor ayudame a limpiar —Ja ja ja... buenísimo, otro otro!",1,1,1,3,0,0,0,1.75,embarrassment,family/relationships
tweet2166,"¡Ya llegó Santa!
    　  ∧_∧
　 （・ω・)
　 ＿|　⊃／(＿＿_　　　　
／　 L (＿＿＿_／

Ah no, es mi papá bien pedo.

   ＜⌒／ヽ-､_＿_
／＜_/＿＿＿＿／”",1,2,2,1,0,0,0,1.333333333,unmasking,substance use
tweet2170,"Antes a las mujeres se les  enamoraba sacándoles una sonrisa, hoy en día para que las enamores, tienes que sacarlas de pobres.

LAMENTABLE.",1,2,3,0,0,0,0,1,stereotype,women
tweet2198,Lo culero de regalar flores es tener que aguantar en la calle las miradas de: “¡¿Qué habrá hecho este pendejo?!”,1,0,1,2,1,1,0,2.4,stereotype,men
tweet2207,"#NormalmenteEnMiSalonSeEscuchaba -¡El PROFESOR NO VINO! -claro que si yo lo vi... - ¡CÁLLATE¡, no lo invoques.",1,1,3,0,0,1,0,1.75,reference,professions
tweet2241,Las mujeres con pecas tienen miles de puntitos a su favor.,1,4,1,3,3,1,0,2.5,wordplay,women
tweet2279,"Venía un sacerdote lleno de arroz hasta en los anteojos. -¿Dónde fue la boda, padre? -Q boda, me vomitó un chino.",1,0,4,1,0,0,0,1.2,stereotype,ethnicity/origin
tweet2314,"Papá, papá, ¿cuánto cuesta casarse?
No se hijo, yo todavía lo estoy pagando.
#Chistes #Humor #Anecdotas #Crueles ...",1,1,2,0,0,1,1,2.75,exaggeration,women
tweet2322,"Le dijo un astronauta a la novia ; ""necesito espacio...
#frases",1,0,0,3,2,0,0,2.4,wordplay,professions
tweet2327,"¿Con qué se tapan los sabios hindues cuando tienen frio? ¡Con Mantras
#chistes",1,0,1,1,3,0,0,2.4,wordplay,ethnicity/origin
tweet2363,#TodoEmpezóConUn follow en Twitter y terminó con una pelea por Facebook.,1,2,1,2,0,0,0,1.6667,exaggeration,technology
tweet2371,"1ra escena: George Michael, 2da: Juan Gabriel, 3ra Ricky Martin, ¿cómo se llama la obra? Los ex-men.",1,1,2,2,0,0,0,1.5,unmasking,lgbt
tweet2375,C. H. I. N. O. S: [C]omunidad de [H]umanos [I]dénticos [N]ormalmente con [O]jos [S]emicerrados.,1,2,2,1,0,0,0,1.3333,wordplay,ethnicity/origin
tweet2393,¿Por qué todos los judíos tendrían que llamarse Isaac?... porque nacen... y zaaak! #ShanaTova  #chistes  #humor,1,1,2,1,1,0,0,1.75,wordplay,religion
tweet2411,"Maestra: -Los estúpidos de pie! Pepe se para -¿Eres estúpido? -No, es que me da cosa verla parada solita!",1,0,0,3,6,1,0,2.8,absurd,age
tweet2419,"-Mamá, ¡en la escuela me dicen gorda! 
–Pobresilla 
-Ayyy, gracias mamá 
-Pobre silla en la que estás sentada. #xD #JAJAJA #RT",1,1,1,0,3,0,0,2.5,wordplay,body shaming
tweet2433,"Fui al doctor y me dijo que tenia pulmonia. Ha de ser por tus mensajes tan frios que me mandas, hija de tu puta madre.",1,2,2,1,0,0,0,1.333333333,absurd,professions
tweet2463,"—¿Tiene pastillas para la diarrea? —Espere... Sí, ¿Cuántas quiere...? —JAJAJÁ no, ya no, ya olvídalo. Mejor deme un papel higiénico.",1,1,1,0,2,1,0,2.75,exaggeration,health
tweet2519,Nunca sabes lo que tienes... hasta que entiendes la letra del médico.,1,1,0,2,1,1,0,2.75,stereotype,professions
tweet2545,Me caga cuando en el camión me ganan el asiento junto a la ventana. Es el único placer que la pobreza me puede dar y me lo quitan.,1,2,0,2,0,0,1,3,exaggeration,social status
tweet2553,"Buenos días, de los 5 kilos que quería bajar para Semana Santa ya solo me faltan 14.",1,2,0,1,1,1,0,3,unmasking,body shaming; self-deprecating
tweet2579,"— Lo que una adolescente embarazada piensa: ""Mi mamá me va a matar"". — Lo que el feto piensa: ""Mi mamá me va a matar""",1,2,2,1,0,0,0,1.3333,stereotype,age; women
tweet2590,"La marihuana tiene cosas malas, la primera la perdida de la memoria ¿Y qué más? ¿Más de qué? ¡De la Marihuana! Ah, aquí tengo, ¿Quiere?",1,0,1,2,1,1,0,2.4,absurd,substance use
tweet2598,"—¿Oye y para fin de año que vas a hacer?

—Talla 40, we 😭",1,1,4,0,0,0,0,1,wordplay,body shaming; self-deprecating
tweet2599,"Cuál es el femenino de dormir la siesta?
Lavar  los platos    #CHISTES  #frases",1,0,4,0,0,0,1,1.8,insults,women
tweet2603,"#chiste
¿Cuál es el colmo de un bombero? -Tener una mujer ardiente.",1,1,2,1,0,1,0,2,wordplay,professions
tweet2614,"—Amor, ven a mi casa, tengo frío y estoy sola.—No princesa, no estás sola, Jesucristo siempre está contigo.
Todos los hombres siempr #chiste",1,0,2,1,0,2,0,2.4,absurd,men
tweet2615,Cómo puedes saber si un político esta mintiendo? Sus labios se mueven. #CHISTES,1,0,2,1,2,0,0,2,stereotype,professions
tweet2620,"Me voy a tatuar la palabra ""orgullo"" en la verga, solo para que te lo tragues sin hacerla tanto de pedo, mi amor.",1,2,2,0,0,1,0,2,insults,women
tweet2635,"- Amor, de ahora en adelante te llamaré ""Eva"" por ser mi primera mujer.
- Vale cariño, entonces yo te llamaré ""dálmata"" por ser el 101.",1,0,0,4,0,1,0,2.4,exaggeration,women
tweet2642,Chávez a Jaimito: -¿Tu te cagarías en mi tumba cuando muera? -Jamás mi presidente! Me emputa hacer fila! #fb,1,0,2,0,2,1,0,2.4,unmasking,professions
tweet2651,A los manotazos como mudo que vio un ovni...,1,1,1,2,0,1,0,2.25,analogy,health
tweet2676,Bebé ¿Estás celosa?  (Escribiendo)... (Escribiendo)... (Escribiendo)... (Escribiendo)... (Escribiendo)... (Escribiendo)...  No :)))),1,3,0,2,2,0,1,3,reference,women
tweet2678,#SiganHaciendo sus mamadas de vender el voto por unos pesos y al rato nos va a gobernar un pinche Reggaetonero.,1,2,1,2,0,0,0,1.6667,exaggeration,professions
tweet2689,"- Hola Linda.
- ¿¿¿A quién le dices linda??? 

- Mi amor, ella se llama así. 

- ¡Me da igual! ¡Llámala por su apellido!",1,2,1,1,1,1,0,2.5,exaggeration,family/relationships
tweet2750,Ojalá hoy le echen algo a mi bebida porque no me alcanzó para comprar mi propia droga.,1,1,2,1,1,0,0,1.75,irony,substance use
tweet2756,"Tipico, pongo mi nombre en Google y me aparece: "" Quizas quiso decir Bestia Sexual?"" #xD",1,1,2,1,1,0,0,1.75,parody,technology
tweet2767,"Mi cama, pijama, Netflix y yo en domingo es la relación más duradera que he tenido en la vida.",1,2,2,0,1,0,0,1.6667,irony,technology
tweet2770,"¿Celoso yo? #JAJAJA ay mi amor, dime ¿quién te metió esas ideas en la cabeza? ¡¿QUIÉN?! ¡¿QUIÉN?! ¿TU AMANTE VERDAD?!",1,2,2,1,5,5,0,3,unmasking,family/relationships
tweet2775,"¿Ustedes saben por qué los pastusos ponen una piedra encima de la grabadora?
Para oír música pesada. #chiste",1,0,2,2,1,1,0,2.1667,absurd,professions
tweet2785,"—Doctor, escucho voces en mi cabeza ¿Qué tengo?

—Unos audífonos.

—JAJAJAJAJÁ ah, si cierto.",1,1,0,2,1,1,0,2.75,absurd,professions
tweet2801,"Para finalizar mi discurso de graduación, agradezco a mi madre por no haberme abortado, y a mi padre por haber comprado condones baratos.",1,0,1,2,1,1,0,2.4,embarrassment,self-deprecating
tweet2810,Se empieza haciendo un caño a Cristiano en el entrenamiento y termina triste y no dejándote sus Barbies para jugar. Sé de lo que hablo.,1,2,2,0,1,0,0,1.6667,embarrassment,self-deprecating
tweet2820,Massa tiene más versiones que el Samsung Galaxy.,1,2,1,2,0,0,0,1.6667,analogy,professions
tweet2856,"- ¿Trabajas? -Obvio, soy ingeniero en mercadotecnia especializado en distribución de productos de belleza - ¿Vendes AVON? -SI.",1,0,2,7,1,0,0,1.9,wordplay,professions
tweet2859,"Robar a los ricos para dárselo a los pobres igual a: CRIMINAL.
Robar a los pobres para dárselo a los ricos igual a: PRESIDENTE.

#IFEMúltame",1,1,2,2,0,0,0,1.5,irony,professions
tweet2861,"— ¡Te ves más flaco! ¿Qué estás haciendo?

— Sumiendo la panza :(",1,1,4,0,0,0,0,1,unmasking,body shaming
tweet2863,"Tengo mucha comezón en el cuello, ojalá alguien me rascara

 CON UN CUCHILLO BIEN FILOSO ALV",1,0,4,1,0,0,0,1.2,unmasking,self-deprecating
tweet2896,"En una relación hay 2 tipos de personas:

1. Los indiferentes.
2. Los que lo entregan todo.

Yo no soy ninguna porque estoy solito. 😔",1,2,1,2,0,0,0,1.666666667,exaggeration,self-deprecating
tweet2909,"De novios:
— “Ay te echaste un pum ¿verdad amor ?

De casados:
—”No chingues, lárgate a pedorrear al baño”.",1,2,2,1,0,0,0,1.3333,reference,family/relationships
