id,text,is_humor,votes_no,votes_1,votes_2,votes_3,votes_4,votes_5,humor_rating,humor_mechanism,humor_target
tweet726,-Mi gorda mujer consultó con un célebre dietólogo -¿Y cuanto ha perdido? -En tres meses que lleva... cien mil pesos! #fb,1,0,1,3,1,0,0,2,misunderstanding,body shaming
tweet729,"— Los caballeros no tenemos memoria.
— No mames abuelo, tu tienes Alzheimer ...
— ¿¡Y tu quien coño eres, pinche escuincle pendejo!?",1,1,0,4,0,0,0,2,irony,
tweet735,"Hay 5 putas en la calle, Ya, Ye, Yi, Yu, ¿cual falta?",1,1,4,2,1,0,0,1.571428571,insults,women
tweet737,"—¡Soldado! No lo vi en el entrenamiento de camuflaje.
—¡Gracias, señor!",1,0,0,0,2,2,2,4,absurd,
tweet744,"Dos madres hablando:
- ¡Dígale a su hijo que me deje de imitar!
- Jaimito, ¡deja de hacer el idiota!",1,0,0,1,2,0,2,3.6,embarrassment,age
tweet755,"Acá, en la pile tomando una rica cerveza con mi novia. Sin la pile, la cerveza y sin novia. O sea, acá nomas.",1,2,2,0,1,0,0,1.6667,unmasking,self-deprecating
tweet756,"-Mi mujer cuando se desnuda en la cama es como una llama -¿Es ardiente y fogosa? -¡No, es peluda y escupe! jajaja",1,1,0,0,1,3,0,3.75,wordplay,women
tweet757,Esa gente que tienen de foto de perfil un auto. ¿QUE ES UN PUTO TRANSFORMER O QUE?,1,0,2,1,0,2,0,2.4,absurd,
tweet761,Ayer fui a un lugar de solas y solos y en la puerta me miraron y me dijeron no estamos tan solos  #CHISTES,1,0,3,1,1,0,0,1.6,embarrassment,self-deprecating
tweet765,-¿Tu haces el amor conmigo por Amor o por Interés? -¡Por AMOR! -Entonces ponle interés malparida... muevete! by @Pradito_86 #fb,1,0,0,4,1,0,0,2.2,wordplay,
tweet771,*Según mi mamá* ¿Dolor de cabeza? Mucho celular. ¿Malas notas? Mucho celular. Me ¿Atropella un auto? Mucho celular.,1,2,5,2,0,0,0,1.285714286,exaggeration,
tweet777,"Las mamás de todos:

—""Mi hijo sufre bullying lo llevaré al psicólogo"".

Mi mamá:

—""Si te pegan, te voy a pegar más fuerte yo por pendejo"".",1,2,1,1,1,0,0,2,reference,family/relationships
tweet782,"- Hola cómo te llamas? 

- El Chorrito y tú?

- Barney el Dinosaurio!

- No Chingues!! Cómo el que se hacía grandote y se hacia chiquito???",1,1,1,1,0,2,0,2.75,parody,
tweet787,¿Por qué Ninel se metió splenda por la nariz? Porque pensó que era Coca de dieta... by @rodrigosaval #fb,1,0,4,1,0,0,0,1.2,absurd,
tweet791,"""Ay 😔""

—Yo cuando alguien me platica algo que me vale 10 kilos de verga en WhatsApp.",1,1,1,1,1,1,0,2.5,reference,
tweet792,"Cuando alguien te dice«a mi no me hagas caso»,¿Hay que hacerle caso?. Porque si no le haces caso, le estás haciendo caso.",1,1,1,2,1,0,0,2,wordplay,
tweet794,Un tacaño y su novia pasan frente a un restaurante. Ella: -¡Qué bien huele! El: -¿Quieres pasar de nuevo?,1,0,0,3,2,0,0,2.4,unmasking,
tweet797,¿Qué pide un vampiro cuando entra en un bar? Un vaso sangúineo. #fb,1,0,1,3,0,1,0,2.2,wordplay,
tweet800,"— Mamá, ¿el pollo engorda?
─ Si le das mucho de comer, tal vez.
─ Me refiero el pollo a mí
─ ¿Cómo te va a dar de comer un pollo, baboso?",1,1,1,3,0,0,0,1.75,misunderstanding,
tweet810,"""Tengo un nudo en la garganta""
 El ahorcado",1,0,0,2,2,1,0,2.8,wordplay,
tweet816,"Yo iba a ser buena onda, pero me caí y el Diablo me chupó y me convertí en este ser amargado.",1,2,2,1,0,0,0,1.3333,exaggeration,self-deprecating
tweet817,Un cubano a su esposa: -Traime agua negra! Y le dice la esposa: -Tu lo que quieres es una coca cola chico!,1,2,2,0,0,0,1,2.3333,misunderstanding,
tweet824,"«Pero al menos no somos Venezuela»

—Todos los países después de cualquier temblor,tormenta, avalancha, tsunami, huracán, erupción volcánica",1,1,3,1,0,0,0,1.25,insults,
tweet825,"Una mujer tan fea, tan fea que le dicen la tortilla de arriba... Porque todos la manosean pero nadie se la come... #fb",1,1,4,0,0,0,0,1,analogy,
tweet828,"Mujeres stalkeando:

Encuentran algo: PUTA MADRE ¡lo sabía, es un pendejo!
No hallan nada: PUTA MADRE, borró todo. ¡Lo sabía, es un pendejo!",1,2,2,1,0,0,0,1.3333,stereotype,women
tweet839,"De mi señora me separa un abismo .
Te divorciaste ?
No , la empujé  #chistes #humor",1,0,2,1,1,1,0,2.2,unmasking,
tweet840,Gracias a Dios que existe Twitter porque ya los padres invadieron Facebook.,1,3,3,2,1,0,0,1.6667,exaggeration,age
tweet846,"En un baile un chico dice:
¿Bailas?.
La chica contesta:
¡¡Sí!!.
- Buenísimo, entonces puedo usar la silla. // Dale RT =D",1,0,1,0,3,1,0,2.8,unmasking,
tweet847,"—¿Cuántos años me calculas?
—Mmmmm... ¿24?
—¡Wow! ¿Cómo supiste?
—Es que mi hermano tiene 12 y es medio pendejo.",1,0,0,2,1,2,0,3,insults,
tweet852,"—¿Hacemos algo hoy?

—No puedo salir.

—Bueno, voy para tu casa.

—Me robaron la casa.

 #Mi5PassCineco",1,2,1,1,0,0,1,2.6667,embarrassment,
tweet856,"Otro día sin ir al Gym, ya con este son 8 años.",1,0,0,2,2,1,0,2.8,unmasking,
tweet863,"— Bésame, es para una tarea. — Estamos en vacaciones.",1,1,2,1,0,2,0,2.4,unmasking,age
tweet871,Tu novio te engaña - Dime algo que no sepa - El calamar gigante más grande del mundo se capturó en febrero de 2007. Pesaba 450 kg -gracias.,1,1,1,3,0,0,0,1.75,irony,
